date,benchmark_close,observed_pe,negative_earnings_flag,eps_confidence,eps_disagreement,eps_approximation_flag,eps_staleness_days,eps_period_age_days,pe_history_count,p_bear,p_sideways,p_bull,regime_entropy,regime_agreement,market_regime,forecast_p_bear,forecast_p_sideways,forecast_p_bull,rule_p_bear,rule_p_sideways,rule_p_bull,sjm3_p_bear,sjm3_p_sideways,sjm3_p_bull,sjm2_gate_p_bear,sjm2_gate_p_sideways,sjm2_gate_p_bull,hmm3_p_bear,hmm3_p_sideways,hmm3_p_bull,benchmark_return_1,benchmark_return_5,benchmark_return_21,benchmark_return_63,benchmark_return_126,benchmark_return_252,benchmark_realized_vol_10,benchmark_realized_vol_20,benchmark_realized_vol_63,benchmark_price_vs_sma_50,benchmark_price_vs_sma_200,benchmark_sma_50_vs_200,benchmark_sma_200_slope_20,benchmark_drawdown_252,benchmark_trend_efficiency_63,benchmark_volume_log_z_63,stock_return_63,stock_return_126,eps_ttm_growth_126,eps_ttm_growth_252,pe_median_252_lag,pe_median_756_lag,pe_bear_median,pe_sideways_median,pe_bull_median,pe_bear_effective_history,pe_sideways_effective_history,pe_bull_effective_history,statistical_expected_pe,ml_expected_pe,expected_pe,pe_gap_percent,valuation_state
2015-01-02,59.38063509703886,26.88011721048896,0,96.0,,False,88.0,93.0,502,0.3728896768920082,0.3328775762228835,0.2942327468851083,0.9957689480091774,0.9529667257669006,BEAR,,,,0.3728896768920082,0.3328775762228835,0.2942327468851083,,,,,,,,,,-0.0250803244302144,0.0019578021575454,-0.0333009412648868,-0.0561491701645354,-0.0962925013911956,-0.096766212472247,0.2288687692859446,0.1956704236810274,0.1651658623298424,-0.0378226721085307,-0.0721887695358565,-0.035717010192535,-0.0069597993953519,-0.1766971646237924,0.1098790917347006,-0.9985423089995834,0.2652418840150454,0.2026809979765398,0.0530378211829927,0.1260045638399958,21.756735232278658,22.894585696545576,22.46730449963714,22.46136578102152,22.569934705637728,123.30092585727786,97.36206442194646,84.33700972077565,21.987813751040846,26.131986862454788,25.68463468086961,0.0465446577096836,NORMAL_FOR_CONDITIONS
2015-01-05,58.91440295045632,27.4431192045231,0,96.0,,False,91.0,96.0,503,0.375755120861231,0.3318700483296619,0.2923748308091071,0.9952474628030268,0.9531816340645924,BEAR,,,,0.375755120861231,0.3318700483296619,0.2923748308091071,,,,,,,,,,-0.00785158572017,-0.0102754768171489,-0.0544833183301712,-0.0585807791960051,-0.1009079950133243,-0.1141166013836819,0.2308237174340154,0.195581855523819,0.165524457224301,-0.0443535257860691,-0.0790855779546899,-0.0363440384135669,-0.0070979498956746,-0.1831613974094078,0.1135597137803829,0.6251242245301859,0.3136159950094206,0.2392629998269202,0.0530378211829927,0.1260045638399958,21.756735232278658,22.908977171456225,22.47721278977053,22.4708938866503,22.59261316109891,123.67381553416988,97.69494199816936,84.63124246766077,22.001851937245917,26.45613100160085,25.972850930493845,0.0566078894443989,NORMAL_FOR_CONDITIONS
2015-01-06,59.048305691422,27.604701686922947,0,96.0,,False,0.0,6.0,504,0.3720767412222935,0.3350558373775243,0.2928674214001822,0.9956894089799498,0.952905755591672,BEAR,,,,0.3720767412222935,0.3350558373775243,0.2928674214001822,,,,,,,,,,0.0022728354062806,-0.011455769405809,-0.0446118312825079,-0.0400064068057925,-0.1007022725911299,-0.0884500121360775,0.2251279854011924,0.1907444335299028,0.1622803362359098,-0.0409926422986741,-0.076602589207927,-0.0371320893664544,-0.0069761177946685,-0.1813048577122231,0.0785050274417535,-1.0325383369738217,0.3671584341265397,0.3050847598630368,0.0736883247234054,0.1326598306093502,21.756735232278658,22.909652477500245,22.47999241508071,22.47848116924942,22.61361278439724,124.0495706550311,98.02681204649902,84.92361729846988,22.0180517463898,24.54198912406059,24.54109837339488,0.1248356233659587,EXPENSIVE_FOR_CONDITIONS
2015-01-07,58.966003779399934,27.725963267053302,0,96.0,,False,1.0,7.0,505,0.3710708991778095,0.3365272634222911,0.2924018373998993,0.995723816867394,0.9528303174383356,BEAR,,,,0.3710708991778095,0.3365272634222911,0.2924018373998993,,,,,,,,,,-0.0013938064955185,-0.0252722924168928,-0.0319310289052812,-0.0299743295053911,-0.1080599296606364,-0.1206280157984851,0.1868902228718903,0.1847981182174832,0.1607033235409243,-0.0407110153063312,-0.0774796180083638,-0.038329015853105,-0.0070131307331808,-0.1824459603193934,0.059338576861783,0.9528735572167296,0.3842780180337819,0.3301352260434906,0.0736883247234054,0.1326598306093502,21.756735232278658,22.91032778354427,22.48219903541787,22.480650243395917,22.635238706391963,124.4216473962534,98.36186788387654,85.21648471987005,22.03428186868189,25.91060971478792,25.90918446060926,0.0701210340760112,NORMAL_FOR_CONDITIONS
2015-01-08,59.32108387310922,27.43161594817457,0,96.0,,False,2.0,8.0,506,0.3678532319986775,0.3386149158914522,0.2935318521098702,0.996133971455876,0.9525889923999008,BEAR,,,,0.3678532319986775,0.3386149158914522,0.2935318521098702,,,,,,,,,,0.006021776463565,-0.026058044857394,-0.0368698780950564,-0.0196953041500234,-0.1050213135581169,-0.1260389853095593,0.1775965930748471,0.1847022412120709,0.1610050109229884,-0.033589344103542,-0.0715487266112758,-0.0392787292608255,-0.0071851122739973,-0.1775228326455521,0.0387125076801979,-0.5087254472114838,0.3712208411625177,0.3387918068149853,0.0736883247234054,0.1326598306093502,21.756735232278658,22.928661054619667,22.4855678775099,22.48343112793601,22.6612038629628,124.7927182954312,98.69839514729884,85.50888655726996,22.051117880491823,26.919073409738765,26.917273820000425,0.0191082548557339,NORMAL_FOR_CONDITIONS
2015-01-09,59.8833091377201,26.95585171949128,0,96.0,,False,3.0,9.0,507,0.3639216463057356,0.3406556388937878,0.2954227148004764,0.99664596066832,0.95229412347293,BEAR,,,,0.3639216463057356,0.3406556388937878,0.2954227148004764,,,,,,,,,,0.0094776633854753,0.0084652856922087,-0.0337174462513496,-0.0112114874060627,-0.1056385345041096,-0.1166930839837999,0.1728621755988067,0.1885352605284725,0.1621693652556051,-0.023229315968371,-0.0624172046058731,-0.0401198451982135,-0.0073814133364706,-0.1697276709111274,0.0216935956178251,0.6034631338538522,0.3841574814176602,0.3381304470402002,0.0736883247234054,0.1326598306093502,21.765096723224925,22.946994325695066,22.48891332405197,22.48775681868615,22.68726936435065,125.16057152742988,99.03701006319028,85.80241840937983,22.06727243623071,26.906410388112796,26.904683229145068,0.0019018432557044,NORMAL_FOR_CONDITIONS
2015-01-12,60.33068158163457,27.36066793557455,0,96.0,,False,6.0,12.0,508,0.3614706512568258,0.3415716002882639,0.2969577484549102,0.9969801396958344,0.952110298844262,BEAR,,,,0.3614706512568258,0.3415716002882639,0.2969577484549102,,,,,,,,,,0.0074707368439776,0.0240395991514885,-0.0205658919897688,-0.0086822629911019,-0.0983172778877964,-0.1370892076920626,0.1751774887891544,0.1819854448665343,0.1625737951320503,-0.0148454976982208,-0.0550740252273825,-0.0408347395613268,-0.0074432818716156,-0.1635249248316679,0.0168011723462065,0.5110934604039241,0.4108188075388017,0.3695262359801987,0.0736883247234054,0.1326598306093502,21.779874103232466,22.957706261602706,22.49350518753676,22.49337043706575,22.698961832895524,125.52449317373562,99.37766570208407,86.0978411241803,22.08194900790084,26.82801123135613,26.826382496205937,0.0199164177072391,NORMAL_FOR_CONDITIONS
2015-01-13,60.23380656729174,26.615809165714214,0,96.0,,False,7.0,13.0,509,0.3637726941807005,0.3397108341885308,0.2965164716307686,0.9967936911309836,0.9522829520635524,BEAR,,,,0.3637726941807005,0.3397108341885308,0.2965164716307686,,,,,,,,,,-0.0016057337958589,0.0200767974963582,-0.0057170969420816,-0.01884423232131,-0.0974148518532473,-0.140356011729831,0.1753078311935383,0.1800777080397966,0.1616009644356207,-0.0153156737370138,-0.0562467201252231,-0.0415676834661808,-0.0074322893705243,-0.1648680811292593,0.037299842739523,0.8108829768848894,0.3519210553206247,0.352738040960167,0.0736883247234054,0.1326598306093502,21.807947281401105,22.968418197510346,22.49885610625993,22.500589448611056,22.70743311320562,125.88596382499244,99.71923730237232,86.39479887263522,22.09697721964956,26.798780814682576,26.797219871216225,-0.0067697584441162,NORMAL_FOR_CONDITIONS
2015-01-14,59.067098383729125,27.03988162673079,0,96.0,,False,8.0,14.0,510,0.3724941861651679,0.3354716743398525,0.2920341394949794,0.9955459836959152,0.9529370639623876,BEAR,,,,0.3724941861651679,0.3354716743398525,0.2920341394949794,,,,,,,,,,-0.0193696571751479,0.0017144557516124,-0.0176939431170194,-0.0356287773581383,-0.1414804181697181,-0.1556895229182726,0.1885236016004341,0.193103579396582,0.1660925276046844,-0.0330551895269125,-0.0740837885958913,-0.0424311694158688,-0.007529218809542,-0.181044300093809,0.0681087204340696,1.16596204138379,0.353878212809176,0.3970011440085961,0.0736883247234054,0.1326598306093502,21.857135187800285,22.977568567781542,22.506264389841416,22.51533122512985,22.721768612803512,126.24973651917314,100.05894813656089,86.69131534426597,22.10887036116188,27.28392758073231,27.28224636170868,-0.0088836062751069,NORMAL_FOR_CONDITIONS
2015-01-15,58.815990470935255,27.57930617875921,0,96.0,,False,9.0,15.0,511,0.3740532878508782,0.3349922286477,0.2909544835014216,0.9952560500919512,0.9530539965888158,BEAR,,,,0.3740532878508782,0.3349922286477,0.2909544835014216,,,,,,,,,,-0.0042512315597855,-0.0085145679949878,-0.0220149518269707,-0.0362660586723607,-0.1494675360386165,-0.1472503597957564,0.1814577497677047,0.1856067945026369,0.1661466890937358,-0.0360644606414439,-0.0775674125350378,-0.0430557337072682,-0.0078179529050831,-0.1845258704113165,0.0690110013146427,0.6170696054142971,0.3950050058278247,0.4008928088318113,0.0736883247234054,0.1326598306093502,21.888449840500755,22.986718938052743,22.52364870012124,22.534421529063568,22.73883032567833,126.62223070533832,100.39441981090071,86.98334948376097,22.122817279827316,27.36605454992994,27.36440491862478,0.0078533138496343,NORMAL_FOR_CONDITIONS
2015-01-16,59.13031956984498,27.906140903712195,0,96.0,,False,10.0,16.0,512,0.3723510166035286,0.3356298426562046,0.2920191407402667,0.9955576734759364,0.9529263262452646,BEAR,,,,0.3723510166035286,0.3356298426562046,0.2920191407402667,,,,,,,,,,0.0053442796149978,-0.0125742811931682,-0.0300427111717879,-0.0345502390489002,-0.1387740234952452,-0.1517638801798134,0.137944775581655,0.1841517083767398,0.1663646847109521,-0.0298680004166581,-0.0722177402779062,-0.0436535851610262,-0.007948057653241,-0.1801677486439976,0.0657804575310406,1.3551253948216313,0.4024351412911504,0.39429693186086,0.0736883247234054,0.1326598306093502,21.937001988703425,22.99070544800169,22.54070374822989,22.54163952206246,22.7702294975133,126.99628399318918,100.72941203954844,87.2743039672624,22.138634455973783,27.4795141984902,27.47789559743968,0.0155850838268858,NORMAL_FOR_CONDITIONS
2015-01-20,58.469128358088064,27.88785251258123,0,96.0,,False,14.0,20.0,513,0.3784437757852414,0.3321829960395667,0.2893732281751918,0.9945743925417776,0.9533832831838932,BEAR,,,,0.3784437757852414,0.3321829960395667,0.2893732281751918,,,,,,,,,,-0.0111819319862784,-0.0308558294841673,-0.0306172581459649,-0.0500471163796302,-0.1425190956676576,-0.1683746315639387,0.1439386572803177,0.1876592654824613,0.1673373596245763,-0.0396229703875968,-0.0821809896209031,-0.0443138662432214,-0.0081978481640674,-0.1893350571188179,0.0947024655244633,-0.5427450419668325,0.3427611331443982,0.335846597990207,0.0736883247234054,0.1326598306093502,21.99088288587584,22.994691957950643,22.54183117638573,22.543076464239807,22.81186807603194,127.36863500979273,101.06504188220464,87.56632310800265,22.154029971150187,27.574944402041925,27.573360952867603,0.0114056302476582,NORMAL_FOR_CONDITIONS
