date,open,high,low,close,volume,stock_split,symbol,available_at,eps_ttm_raw,filed_at,period_end,eps_method,eps_primary_method,eps_definition,eps_disagreement,eps_confidence,timestamp_exact,eps_method_count,eps_method_values,eps_approximation_flag,eps_reconstruction_approximate,eps_quarter_sources,accession,fiscal_period,source_tag,eps_source_tag,shares_source_tag,event_source,effective_date,eps_split_factor,eps_ttm,negative_earnings_flag,observed_pe,earnings_yield,eps_staleness_days,eps_period_age_days,price_basis,stock_return_5,pe_change_5,pe_log_change_5,stock_return_20,pe_change_20,pe_log_change_20,stock_return_63,pe_change_63,pe_log_change_63,stock_return_126,pe_change_126,pe_log_change_126,stock_return_252,pe_change_252,pe_log_change_252,eps_ttm_growth_252,eps_ttm_growth_126,pe_lag_21,log_pe_lag_21,pe_median_252_lag,pe_median_756_lag,benchmark_close,benchmark_return_1,benchmark_return_5,benchmark_return_21,benchmark_return_63,benchmark_return_126,benchmark_return_252,benchmark_realized_vol_10,benchmark_realized_vol_20,benchmark_realized_vol_63,benchmark_sma_20,benchmark_sma_50,benchmark_sma_200,benchmark_price_vs_sma_50,benchmark_price_vs_sma_200,benchmark_sma_50_vs_200,benchmark_sma_200_slope_20,benchmark_drawdown_252,benchmark_trend_efficiency_63,benchmark_volume_log_z_63,p_bear,p_sideways,p_bull,regime_entropy,regime_agreement,ensemble_dynamic_active,regime_active_model_count,regime_effective_model_count,regime_diversity_factor,weight_rule,loss_rule,weight_sjm3,loss_sjm3,weight_sjm2_gate,loss_sjm2_gate,weight_hmm3,loss_hmm3,market_regime,regime_confidence,forecast_p_bear,forecast_p_sideways,forecast_p_bull,rule_p_bear,rule_p_sideways,rule_p_bull,sjm3_p_bear,sjm3_p_sideways,sjm3_p_bull,sjm2_gate_p_bear,sjm2_gate_p_sideways,sjm2_gate_p_bull,sjm2_p_bear,sjm2_p_sideways,sjm2_p_bull,hmm3_p_bear,hmm3_p_sideways,hmm3_p_bull,pe_bear_median,pe_bear_log_mean,pe_bear_log_std,pe_bear_percentile,pe_bear_log_z,pe_bear_effective_history,pe_sideways_median,pe_sideways_log_mean,pe_sideways_log_std,pe_sideways_percentile,pe_sideways_log_z,pe_sideways_effective_history,pe_bull_median,pe_bull_log_mean,pe_bull_log_std,pe_bull_percentile,pe_bull_log_z,pe_bull_effective_history,pe_history_count,statistical_expected_pe,regime_conditional_pe_percentile,regime_conditional_pe_log_z,regime_adjusted_valuation_score,ml_expected_pe,expected_pe,expected_pe_weight_stat,expected_pe_weight_ml,expected_pe_stat_oos_log_mae,expected_pe_ml_oos_log_mae,expected_pe_blend_dynamic,pe_gap_log,pe_gap_percent,valuation_state,valuation_confidence
2015-01-02,36.69003143861762,36.79899813990748,36.43714146412894,36.624313179918985,4318073,0.0,DEMO,2014-10-06 12:00:00+00:00,2.7250114196397712,2014-10-06 12:00:00+00:00,2014-10-01,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.7250114196397712}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2014-10-06,2.0,1.3625057098198856,0,26.88011721048896,0.037202218731761605,88.0,93.0,split_adjusted,0.03419073078533774,0.034190730785337964,0.03361921824917635,0.035034916666493165,0.03503491666649294,0.03443516205794417,0.26524188401504545,0.22785512529466856,0.20526884662081102,0.20268099797653982,0.14210617490019173,0.1328740796793615,0.27762610362077833,0.1346544629123969,0.12632816662007595,0.1260045638399958,0.05303782118299272,25.90590871442731,3.254471078378676,21.756735232278658,22.894585696545576,59.38063509703886,-0.025080324430214462,0.001957802157545485,-0.03330094126488681,-0.05614917016453547,-0.0962925013911956,-0.09676621247224704,0.22886876928594466,0.19567042368102744,0.16516586232984243,60.48439089606211,61.714855854238984,64.00077208305974,-0.03782267210853074,-0.07218876953585651,-0.03571701019253504,-0.006959799395351962,-0.17669716462379248,0.1098790917347006,-0.9985423089995834,0.3728896768920082,0.33287757622288355,0.2942327468851083,0.9957689480091774,0.9529667257669006,True,1,1.0,0.0,1.0,1.144445375819662,,,,,,,BEAR,0.0023270785949524478,,,,0.3728896768920082,0.33287757622288355,0.2942327468851083,,,,,,,,,,,,,22.46730449963714,3.086792304671194,0.1239440129670898,100.0,1.650701527130919,123.30092585727786,22.461365781021517,3.089704769707594,0.12102317209190763,100.0,1.6664751300184721,97.36206442194646,22.569934705637728,3.096059051952102,0.11828863876490689,100.00000000000001,1.6512813592420013,84.33700972077565,502,21.987813751040846,100.0,1.656122811423206,0.0,26.131986862454788,25.68463468086961,0.1,0.9,0.10765000450448015,,0,0.04549393539016933,0.04654465770968365,NORMAL_FOR_CONDITIONS,0.6821028854832476
2015-01-05,37.37384765219558,37.452645764363744,37.372932461956616,37.39140661143048,3758038,0.0,DEMO,2014-10-06 12:00:00+00:00,2.7250114196397712,2014-10-06 12:00:00+00:00,2014-10-01,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.7250114196397712}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2014-10-06,2.0,1.3625057098198856,0,27.4431192045231,0.03643900653374645,91.0,96.0,split_adjusted,0.030149359145361876,0.030149359145361876,0.029703800607765007,0.09510479693962859,0.09510479693962837,0.09085006365673287,0.3136159950094206,0.27479982485482823,0.24278916617072088,0.23926299982692023,0.1768456696405456,0.16283769788019864,0.31939311558311,0.17174757363647286,0.15849628710078134,0.1260045638399958,0.05303782118299272,25.970251609540842,3.2569517140967594,21.756735232278658,22.908977171456225,58.91440295045632,-0.007851585720170084,-0.01027547681714891,-0.05448331833017128,-0.05858077919600513,-0.10090799501332437,-0.11411660138368196,0.23082371743401545,0.19558185552381907,0.16552445722430104,60.339832786806426,61.64874201928751,63.973808575622094,-0.0443535257860691,-0.07908557795468996,-0.036344038413566926,-0.007097949895674693,-0.18316139740940784,0.11355971378038299,0.6251242245301859,0.375755120861231,0.33187004832966194,0.2923748308091071,0.9952474628030268,0.9531816340645923,True,1,1.0,0.0,1.0,1.1439929651449927,,,,,,,BEAR,0.0026138954583352692,,,,0.375755120861231,0.33187004832966194,0.2923748308091071,,,,,,,,,,,,,22.477212789770526,3.087409179013793,0.124264349438246,100.0,1.8082924992853735,123.67381553416988,22.4708938866503,3.09039196445267,0.12138708828498077,100.0,1.826582289035051,97.69494199816936,22.59261316109891,3.0967381373652714,0.11864122077586003,99.99999999999999,1.815366794591358,84.63124246766077,503,22.001851937245913,100.0,1.816430678586719,0.0,26.456131001600852,25.972850930493845,0.1,0.9,0.10807774988140549,,0,0.05506367254246092,0.05660788944439896,NORMAL_FOR_CONDITIONS,0.6824865495898815
2015-01-06,39.254766714891794,39.37559435362555,38.94734322631534,39.18981262543828,5922253,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,27.604701686922947,0.036225712972429096,0.0,6.0,split_adjusted,0.07490404125507677,0.03161559278784698,0.031126110059954026,0.1448663788593756,0.09876041280006898,0.09418264692348677,0.3671584341265397,0.31210034042626567,0.2716291665809627,0.30508475986303685,0.21551546180707692,0.19516823522548998,0.4026640184784014,0.23838065107667306,0.2138045996006741,0.13265983060935027,0.07368832472340547,25.05981097079972,3.221265406374817,21.756735232278658,22.909652477500245,59.048305691422,0.002272835406280649,-0.011455769405809058,-0.0446118312825079,-0.040006406805792594,-0.10070227259112996,-0.0884500121360775,0.22512798540119247,0.1907444335299028,0.16228033623590982,60.24670041206563,61.572317685817026,63.946795823015655,-0.040992642298674165,-0.07660258920792706,-0.0371320893664544,-0.006976117794668557,-0.18130485771222316,0.07850502744175351,-1.0325383369738215,0.3720767412222935,0.3350558373775243,0.2928674214001822,0.9956894089799498,0.952905755591672,True,1,1.0,0.0,1.0,1.1435020375165692,,,,,,,BEAR,0.0023708250610275875,,,,0.3720767412222935,0.3350558373775243,0.2928674214001822,,,,,,,,,,,,,22.47999241508071,3.088089830620194,0.12468896560261594,100.0,1.8437580058445542,124.0495706550311,22.47848116924942,3.0911426100054125,0.12186391059181602,100.0,1.8614493666208922,98.02681204649902,22.613612784397237,3.0974796379419267,0.11910680895002232,99.99999999999999,1.8513338842038165,84.92361729846988,504,22.018051746389798,100.0,1.8519043275037366,0.0,24.54198912406059,24.541098373394878,0.0003344514790961489,0.999665548520904,0.10859332564108108,0.02151143075338425,1,0.11763691241731067,0.1248356233659587,EXPENSIVE_FOR_CONDITIONS,0.6827112475183083
2015-01-07,39.49626345610561,39.46389913026663,39.206203610939504,39.36196513256805,3447012,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,27.725963267053302,0.03606727709937846,1.0,7.0,split_adjusted,0.09056846301098176,0.04664917821983461,0.04559380240529576,0.14569053232163887,0.09955137602086772,0.09490225663395124,0.3842780180337819,0.3285304858373199,0.2840734335173454,0.33013522604349066,0.2388466889459273,0.21418085725553127,0.4242714736401776,0.25745738936812623,0.2290917372233081,0.13265983060935027,0.07368832472340547,25.1234949542598,3.2238034622670066,21.756735232278658,22.91032778354427,58.966003779399934,-0.001393806495518568,-0.025272292416892883,-0.03193102890528121,-0.02997432950539114,-0.10805992966063649,-0.12062801579848514,0.1868902228718903,0.18479811821748324,0.16070332354092437,60.11540198170369,61.46844665190192,63.91837506299621,-0.040711015306331255,-0.07747961800836389,-0.038329015853105,-0.007013130733180883,-0.18244596031939342,0.05933857686178306,0.9528735572167295,0.3710708991778095,0.33652726342229117,0.29240183739989933,0.9957238168673939,0.9528303174383357,True,1,1.0,0.0,1.0,1.1429661509244686,,,,,,,BEAR,0.0023519007229333756,,,,0.3710708991778095,0.33652726342229117,0.29240183739989933,,,,,,,,,,,,,22.48219903541787,3.0887773239940532,0.12513362507149572,100.0,1.8667400719205378,124.42164739625339,22.480650243395914,3.09191532040842,0.12237202603128902,99.99999999999999,1.8832241593544474,98.36186788387654,22.635238706391963,3.098237462696713,0.11960019957250763,99.99999999999999,1.8740086919930414,85.21648471987005,505,22.03428186868189,99.99999999999999,1.874412774619247,1.4210854715202004e-14,25.910609714787917,25.90918446060926,0.00033944507253766247,0.9996605549274623,0.10912755351707297,0.02226803851747125,1,0.06777175803557611,0.07012103407601121,NORMAL_FOR_CONDITIONS,0.6827055702168799
2015-01-08,39.09972953147417,38.96688134847916,38.88630403550624,38.94408645362104,3606172,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,27.43161594817457,0.03645428697635819,2.0,8.0,split_adjusted,0.10690132393876306,0.062324283495521327,0.060459227900105716,0.129518452075998,0.08403057648071588,0.08068610970517343,0.37122084116251775,0.31599914653520234,0.2745961843734337,0.33879180681498533,0.24690915975068806,0.22066781701209814,0.4554047004934567,0.2849442181687294,0.25071530741951786,0.13265983060935027,0.07368832472340547,25.21570512456628,3.2274670196257436,21.756735232278658,22.928661054619667,59.32108387310922,0.006021776463565054,-0.026058044857394047,-0.036869878095056485,-0.019695304150023407,-0.10502131355811695,-0.12603898530955937,0.17759659307484715,0.1847022412120709,0.16100501092298844,59.98281236225265,61.382895057259105,63.89251172718534,-0.033589344103542085,-0.07154872661127587,-0.03927872926082554,-0.007185112273997318,-0.17752283264555213,0.038712507680197926,-0.5087254472114838,0.36785323199867753,0.33861491589145226,0.29353185210987026,0.9961339714558761,0.9525889923999008,True,1,1.0,0.0,1.0,1.1424335798717082,,,,,,,BEAR,0.002126315699268133,,,,0.36785323199867753,0.33861491589145226,0.29353185210987026,,,,,,,,,,,,,22.4855678775099,3.089471909198638,0.1255931164353848,99.10339098583263,1.769398769866956,124.7927182954312,22.483431127936015,3.0927010883937225,0.12289963144961102,98.98331361150106,1.7819022233539468,98.69839514729884,22.661203862962797,3.0990038924415524,0.12011031459034126,98.97362236260511,1.770808137561205,85.50888655726996,506,22.051117880491823,99.02463977150116,1.774046320027403,0.9753602284988432,26.919073409738765,26.917273820000425,0.0003351555707272653,0.9996648444292727,0.10967344589473767,0.022623106575434534,1,0.018927984962707534,0.019108254855733992,NORMAL_FOR_CONDITIONS,0.6826378947097804
2015-01-09,38.35949548350582,38.5069066093285,38.10300824655255,38.26865401506594,5250089,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,26.955851719491278,0.037097696277833374,3.0,9.0,split_adjusted,0.04489752004546932,0.0028174917694467894,0.00281353007912033,0.07513290115473681,0.0318352360601688,0.031338999332701345,0.38415748141766026,0.3284148034620378,0.2839863542870571,0.33813044704020023,0.24629318977173198,0.22017369747815296,0.4405793377386624,0.27185523738725426,0.2404766513559209,0.13265983060935027,0.07368832472340547,25.305204985297348,3.2310101052179916,21.765096723224925,22.946994325695066,59.8833091377201,0.009477663385475399,0.008465285692208724,-0.03371744625134965,-0.011211487406062703,-0.10563853450410965,-0.11669308398379996,0.17286217559880676,0.1885352605284725,0.16216936525560516,59.89710337489455,61.307439009687776,63.86988907208698,-0.023229315968371078,-0.06241720460587319,-0.040119845198213544,-0.007381413336470688,-0.1697276709111274,0.021693595617825186,0.6034631338538522,0.3639216463057356,0.34065563889378786,0.2954227148004764,0.9966459606683201,0.9522941234729301,True,1,1.0,0.0,1.0,1.1419235274350743,,,,,,,BEAR,0.0018447216324239347,,,,0.3639216463057356,0.34065563889378786,0.2954227148004764,,,,,,,,,,,,,22.488913324051975,3.090125037640701,0.12598406977493165,98.81212112159925,1.6198505807734283,125.16057152742988,22.48775681868615,3.093449849046968,0.12335352004933314,98.64488228777844,1.6274408473026891,99.03701006319028,22.687269364350655,3.099731517285991,0.12054611208058087,98.63503154872494,1.6132323605579009,85.80241840937983,507,22.06727243623071,98.70283398743477,1.6204810752841092,1.2971660125652278,26.906410388112793,26.904683229145068,0.00032376940807884953,0.9996762305919211,0.1101629029708308,0.022593943973163402,1,0.0019000370415480639,0.0019018432557044724,NORMAL_FOR_CONDITIONS,0.6825534164897271
2015-01-12,38.84535762112902,39.09406135619257,38.80236622267813,38.84336305687957,5958425,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,27.36066793557455,0.03654881534159451,6.0,12.0,split_adjusted,0.03883128710662698,-0.0030044423279318444,-0.003008964725242258,0.11030598577308526,0.0655918330642764,0.06353035660821016,0.41081880753880173,0.354002426817567,0.3030649668205059,0.36952623598019874,0.2755342536978824,0.2433651133531174,0.46237477745043787,0.2910979430282321,0.25549297500404533,0.13265983060935027,0.07368832472340547,26.124182211896684,3.2628614069011226,21.779874103232462,22.957706261602702,60.33068158163457,0.007470736843977699,0.024039599151488567,-0.02056589198976888,-0.008682262991101974,-0.09831727788779643,-0.13708920769206268,0.17517748878915446,0.18198544486653434,0.1625737951320503,59.884629996338084,61.239817146116714,63.84699245478173,-0.014845497698220855,-0.055074025227382584,-0.04083473956132688,-0.007443281871615692,-0.16352492483166792,0.016801172346206504,0.5110934604039241,0.36147065125682587,0.34157160028826394,0.29695774845491024,0.9969801396958345,0.9521102988442619,True,1,1.0,0.0,1.0,1.1418242817601294,,,,,,,BEAR,0.0016609231672910008,,,,0.36147065125682587,0.34157160028826394,0.29695774845491024,,,,,,,,,,,,,22.493505187536762,3.0907166946331417,0.1262789064158123,98.81556502984462,1.729424310613288,125.52449317373562,22.49337043706575,3.0941379997379075,0.1236996560880694,98.64952748131134,1.7378262184928872,99.37766570208407,22.698961832895524,3.10039878752607,0.12087523538168637,98.63971508875599,1.7266375293599543,86.0978411241803,508,22.08194900790084,98.70663131611255,1.7314666074467708,1.2933686838874507,26.82801123135613,26.826382496205937,0.00031184611740141694,0.9996881538825987,0.1105662297760864,0.02243426627817908,1,0.0197206805143586,0.019916417707239197,NORMAL_FOR_CONDITIONS,0.6824982769501873
2015-01-13,37.76952687467858,38.04461100341468,37.55616123558313,37.78590277513816,4646406,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,26.615809165714218,0.037571655018032425,7.0,13.0,split_adjusted,-0.03582333663388926,-0.03582333663388915,-0.03648074040856475,0.0899150662927406,0.046022095041296174,0.04499448878607604,0.3519210553206247,0.29747660010518273,0.260421301294266,0.35273804096016703,0.2598982496234632,0.2310309634354928,0.38372508723456056,0.22165989279423992,0.20021050187552003,0.13265983060935027,0.07368832472340547,25.67649928105648,3.2455761486980976,21.807947281401105,22.968418197510342,60.23380656729174,-0.0016057337958589324,0.020076797496358267,-0.0057170969420816675,-0.01884423232131005,-0.09741485185324739,-0.14035601172983103,0.1753078311935383,0.18007770803979667,0.1616009644356207,59.8897676332147,61.17067669380643,63.8236791879377,-0.015315673737013813,-0.05624672012522314,-0.041567683466180894,-0.007432289370524314,-0.16486808112925933,0.037299842739523095,0.8108829768848894,0.3637726941807005,0.3397108341885308,0.2965164716307686,0.9967936911309837,0.9522829520635525,True,1,1.0,0.0,1.0,1.1417350498582353,,,,,,,BEAR,0.001763469877958962,,,,0.3637726941807005,0.3397108341885308,0.2965164716307686,,,,,,,,,,,,,22.49885610625993,3.0913437820755645,0.12663779007715453,96.1755498335096,1.5016180129999706,125.88596382499244,22.500589448611056,3.094874338466972,0.12412469240471538,96.1153232875117,1.5035769813345101,99.71923730237233,22.70743311320562,3.101116161427808,0.12128400056264256,96.16668584131654,1.4873289676897685,86.39479887263522,509,22.096977219649556,96.15246190363871,1.4980465584686926,3.8475380963612906,26.798780814682576,26.797219871216225,0.0003019378090989923,0.9996980621909011,0.111029532399888,0.02241308843197802,1,-0.006792777205267608,-0.006769758444116263,NORMAL_FOR_CONDITIONS,0.6825290409633876
2015-01-14,38.432177755670686,38.47144153364064,38.26304060297462,38.38794950164638,4490399,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,27.03988162673079,0.036982410418965404,8.0,14.0,split_adjusted,-0.02474509663430824,-0.024745096634308128,-0.02505640280417376,0.15311477335280088,0.10667662861868976,0.10136149598364819,0.353878212809176,0.29935493910591204,0.2618679406314306,0.3970011440085961,0.30112353076809306,0.2632281456516612,0.41413286871255206,0.24850624211840788,0.2219478304195519,0.13265983060935027,0.07368832472340547,25.444786770649856,3.2365108799958526,21.857135187800285,22.977568567781542,59.067098383729125,-0.019369657175147936,0.0017144557516124426,-0.01769394311701944,-0.0356287773581383,-0.14148041816971813,-0.15568952291827265,0.1885236016004341,0.19310357939658207,0.16609252760468443,59.83612410284362,61.08631820965041,63.793135551819134,-0.033055189526912554,-0.07408378859589138,-0.042431169415868886,-0.007529218809542049,-0.181044300093809,0.06810872043406963,1.1659620413837901,0.37249418616516794,0.33547167433985253,0.29203413949497947,0.9955459836959151,0.9529370639623875,True,1,1.0,0.0,1.0,1.1416117444378913,,,,,,,BEAR,0.002449708967246711,,,,0.37249418616516794,0.33547167433985253,0.29203413949497947,,,,,,,,,,,,,22.506264389841416,3.091891708706012,0.12686534310919848,98.53605504813378,1.6192063152558074,126.24973651917314,22.51533122512985,3.0955079707824673,0.12438844407480332,98.31735222419952,1.622376613632168,100.05894813656087,22.721768612803512,3.101733159463569,0.12153359571448592,98.30648123823735,1.6092646057425954,86.69131534426597,510,22.108870361161877,98.39564305558201,1.617366541977482,1.6043569444179866,27.28392758073231,27.28224636170868,0.0002929897988350652,0.9997070102011648,0.11136302135368638,0.022295194017422384,1,-0.008923300767021747,-0.008883606275106988,NORMAL_FOR_CONDITIONS,0.682734912690174
2015-01-15,39.28484394670151,39.44890359873923,38.77971340483445,39.15375915825171,5380697,0.0,DEMO,2015-01-06 12:00:00+00:00,2.8393578072248102,2015-01-06 12:00:00+00:00,2014-12-31,DEMO_PIT_TTM,DEMO_PIT_TTM,GAAP_DILUTED_TTM,,96.0,True,1.0,"{""DEMO_PIT_TTM"": 2.8393578072248102}",False,False,[],,,USER_SUPPLIED_TTM,USER_SUPPLIED_TTM,,USER_SUPPLIED_TTM,2015-01-06,2.0,1.4196789036124051,0,27.579306178759214,0.036259070243404856,9.0,15.0,split_adjusted,0.00538394204933712,0.00538394204933712,0.005369500445324693,0.17568130727697406,0.12833436491687222,0.1207425319499551,0.3950050058278247,0.33882547724795664,0.29179272008729074,0.40089280883181133,0.30474810666558905,0.26601000043137635,0.5152671393283967,0.33779542487457226,0.29102305380887517,0.13265983060935027,0.07368832472340547,24.433408032191757,3.195951377471873,21.888449840500755,22.986718938052743,58.815990470935255,-0.004251231559785573,-0.008514567994987843,-0.022014951826970774,-0.03626605867236077,-0.1494675360386165,-0.1472503597957564,0.18145774976770476,0.18560679450263698,0.1661466890937358,59.72883479552654,61.01651829340573,63.76183069656495,-0.036064460641443974,-0.07756741253503785,-0.04305573370726823,-0.007817952905083136,-0.18452587041131652,0.06901100131464276,0.6170696054142971,0.3740532878508782,0.33499222864770006,0.2909544835014216,0.9952560500919513,0.9530539965888158,True,1,1.0,0.0,1.0,1.1414886200206764,,,,,,,BEAR,0.0026091724494267943,,,,0.3740532878508782,0.33499222864770006,0.2909544835014216,,,,,,,,,,,,,22.523648700121242,3.0924960116720723,0.1271661880561376,99.41309860341232,1.7659545129817127,126.62223070533831,22.534421529063568,3.0961823093434866,0.12472535120191122,99.33105534942601,1.7709583809263183,100.39441981090073,22.738830325678332,3.1023897903454243,0.12185572555466087,99.32714794006714,1.7617221024773937,86.98334948376097,511,22.122817279827313,99.36060702005375,1.7663993310440849,0.6393929799462512,27.36605454992994,27.36440491862478,0.000283421572385851,0.9997165784276142,0.11176112290368113,0.02219511678464012,1,0.007822637085257877,0.007853313849634325,NORMAL_FOR_CONDITIONS,0.682782751734828
